archive,folder_name,size_bytes,size_mb,file_count
jillem-full-archive,baden powell - baden powell a vontade (digital) (flac 320kb),87216276,83.18,13
jillem-full-archive,baden powell - o som de baden powell (stereo) (digital) (flac 320kb),106308532,101.38,13
jillem-full-archive,baden powell - os afro sambas (reissue) (2008) (flac 320kb),143467585,136.82,14
jillem-full-archive,"baden powell e vinicius de moraes - os afro sambas (1966) [ndaudio] (aac,vbr,avg. 400kb)",200089430,190.82,23
jillem-full-archive,"badger a-go-go, 1968 (numero group) (320kb)",107933869,102.93,18
jillem-full-archive,bagatela - ritmos de s. tome e principe anos 70 e 80 (flac 320kb),156836468,149.57,18
jillem-full-archive,"bahrein et shardj, lp (1968) (ocora) (320kb)",104607253,99.76,21
jillem-full-archive,bala miller and the great music pirameeds of afrika -pyramids (reissue) (320kb),88627015,84.52,9
jillem-full-archive,baligh hamdi  - belly dance hommage a baligh hamdi (digital) (flac 320kb),125211289,119.41,16
jillem-full-archive,baligh hamdi & magid kahn - indo-arabic variations (1989) (flac 320kb),86848940,82.83,15
jillem-full-archive,baligh hamdi & magid khan - indo-arabic variations (reissue) (flac 320kb),87662369,83.6,9
jillem-full-archive,"baligh hamdi - gada (vinyl, 7'', 45 rpm) (1973) (320kb)",29998272,28.61,13
jillem-full-archive,baligh hamdi - instrumental modal pop of 1970's egypt (2021) (320kb,165600702,157.93,24
jillem-full-archive,balil - parasight ep (320kb scans) & anthology (320kb),198211358,189.03,19
jillem-full-archive,balil - parasight ep (flac scans) & anthology (flac),213240464,203.36,25
jillem-full-archive,ballads and songs of the blue ridge mountains - persistence and change (320kb),129386470,123.39,26
jillem-full-archive,balsara and his singing sitars - great international hits (stereo lp) (320kb),88770117,84.66,22
jillem-full-archive,bambara mystic soul - the raw sound of burkina faso (digital) (320kb),194229492,185.23,18
jillem-full-archive,bambara mystic soul - the raw sound of burkina faso (digital) (flac),214515864,204.58,20
jillem-full-archive,band apart - band apart (2019) (320kb),142824617,136.21,16
jillem-full-archive,banda los hijos de la nina luz - dejale corre (7'') (soundway) (vbr2),10857299,10.35,8
jillem-full-archive,banjo bill cornett - the lost recordings (field recorders' collective frc304) (vbr0),101468976,96.77,28
jillem-full-archive,banjo classics from the vaults of county records & old blue records (flac 320kb),161791278,154.3,40
jillem-full-archive,bankolo miziki - anthologie volume 3 (ep) (digital) (320kb),48232403,46.0,9
jillem-full-archive,bantous de la capitale - les grands succes des bantous de la capitale vol. 1 (1997) (320kb),156349614,149.11,28
jillem-full-archive,bantous de la capitale - les grands succes des bantous de la capitale vol. 3 (1997) (320kb),167313617,159.56,18
jillem-full-archive,bantous de la capitale - les grands succes des bantous de la capitale vol. 4 (1997) (320kb),166488327,158.78,17
jillem-full-archive,bantous de la capitale - les grands succes des bantous de la capitale vol. 5 (1997) (320kb),180761902,172.39,19
jillem-full-archive,banyen rakkaen - lam phloen world-class the essential banyen rakkaen (flac 320kb),109862498,104.77,18
jillem-full-archive,barbara donald & unity - the past and tomorrows (1983) (lp) (320kb),82973240,79.13,15
jillem-full-archive,barbara howard - on the rise (bonus track) (digital) (flac 320kb),80794405,77.05,17
jillem-full-archive,barbara moore - the world of barbara moore - collection 1966-1981 (2xlp) (320kb),182449009,174.0,25
jillem-full-archive,barbara moore - vocal shades & tones (cd) (flac 320kb),87207140,83.17,18
jillem-full-archive,barbara stant - my mind holds on to yesterday (numero group) (flac 320kb),111674983,106.5,18
jillem-full-archive,barbecue bob - chocolate to the bone (1992) (yazoo) (flac 320kb),154574500,147.41,32
jillem-full-archive,barel et honore coppet - biguine et merengue (1956-1959) (320kb),167409235,159.65,29
jillem-full-archive,"baris manco - 2023 (1975, cd reissue 2012) (flac 320kb)",153184246,146.09,23
jillem-full-archive,barmy army - the english disease (1990) (cd) (flac 320kb),143224276,136.59,26
jillem-full-archive,barney wilen - dear prof. leary (1968; 2008) (cd) (flac 320kb scans),107557743,102.58,29
jillem-full-archive,barney wilen - zodiac (1966; 2022) (digital) (flac 320kb),83129912,79.28,17
jillem-full-archive,baroque jazz trio   orientase-largo 7'' (cd) (saravah) (2005) (flac 320kb),113355480,108.1,15
jillem-full-archive,barrington levy - bounty hunter 1979 (cd) (1999) (cactus - ct 3002) (flac 320kb scans),160658980,153.22,30
jillem-full-archive,barrington levy - englishman (1979; 2009) (320kb),164804842,157.17,21
jillem-full-archive,barrington levy - englishman (1979; 2009) (flac),165505058,157.84,22
jillem-full-archive,barrington levy - teach the youth; barrington levy & friends at joe gibbs 1980 85  (flac scans),166392808,158.68,20
jillem-full-archive,barrington levy - teach the youth; barrington levy & friends at joe gibbs 1980 85 (320kb scans),156779404,149.52,20
jillem-full-archive,barrister & africa's international music ambassadors - new fuji garbage (globestyle) (320kb),139120330,132.68,5
jillem-full-archive,barry brown - far east (1981) (cd) (flac 320kb scans),135334524,129.07,23
jillem-full-archive,barry brown - praises (digital) (320kb),163136679,155.58,21
jillem-full-archive,barry brown - praises (digital) (flac),166487328,158.77,19
jillem-full-archive,"basa basa - homowo (1979, reissue 2018) (320kb)",94485680,90.11,14
jillem-full-archive,bascom lamar lunsford - music from south turkey creek (digital) (320kb),113357233,108.11,26
jillem-full-archive,basement 5 - 1965-1980  basement 5 in dub (1980; 2017) (remastered) (320kb),169290338,161.45,24
jillem-full-archive,basement 5 - 1965-1980  basement 5 in dub (1980; 2017) (remastered) (alac),494517745,471.61,23
jillem-full-archive,basement 5 - silicon chip 7'' (1980) (bonus track) (320kb),47541470,45.34,14
jillem-full-archive,basement beehive - the girl group underground (2cd) (numero group) (320kb),352037970,335.73,61
jillem-full-archive,basil kirchen - everyday madness (digital) (320kb),92320803,88.04,9
jillem-full-archive,"basil kirchen - the shuttered room ost, 1967 (alac 320kb)",192444068,183.53,35
jillem-full-archive,basil kirchin - abstractions of the industrial north (trunk) (320kb),110021289,104.92,23
jillem-full-archive,basil kirchin - basil kirchin is my friend (trunk) (320kb),104127478,99.3,22
jillem-full-archive,basil kirchin - i start counting (2018) (trunk records) (320kb),98108734,93.56,21
jillem-full-archive,basil kirchin - primitive london (320kb),95478611,91.06,17
jillem-full-archive,basil kirchin - quantum (trunk records) (320kb),116209234,110.83,5
jillem-full-archive,"basket full of dragons (a tribute to robbie basho, vol. ii) (320kb)",183067706,174.59,16
jillem-full-archive,"basket full of dragons (a tribute to robbie basho, vol. ii) (flac)",188342744,179.62,16
jillem-full-archive,bass culture - when reggae was king by lloyd bradley (epub pdf),6657056,6.35,6
jillem-full-archive,bats' i son; music of chiapas highlands mexico (cd) (flac 320kb),158746641,151.39,35
jillem-full-archive,batsumi - moving along (1976; 2014) (flac 320kb pdf),80393061,76.67,11
jillem-full-archive,batucada & capoeira (soul jazz) (320kb),124345898,118.59,19
jillem-full-archive,batucada - the sound of the favelas (mr bongo) (320kb),145101693,138.38,16
jillem-full-archive,"bavon marie marie & negro succes - best of vol. 1,2,3 (digital) (320kb)",305350049,291.2,34
jillem-full-archive,"bayeté (todd cochran) - worlds around the sun (1972, reissue 2014, ovcd79) (320kb)",139604448,133.14,12
jillem-full-archive,"bayou two-step - cajun hits from louisiana 1929-1962 (jasmine records) (2cd, incl. 4xpdf) (320kb)",350844596,334.59,58
jillem-full-archive,"bayou two-step - cajun hits from louisiana 1929-1962 (jasmine records) (2cd, incl. 4xpdf) (flac)",389966776,371.9,55
jillem-full-archive,bazare d. pablo - atalaku 8 - ivoire promotion ep (sofrito) (320kb),48098333,45.87,8
jillem-full-archive,beacham coakley - calypso beat of the bahamas (1957) (digital) (flac 320kb),90316656,86.13,23
jillem-full-archive,"beat at cinecitta vol. 1,2,3 - music from italian 60s & 70s exploitation cinema (3xcd) (320kb)",342462774,326.6,74
jillem-full-archive,beat bronco organ trio - missoula-nairobi 7'' (digital) (flac 320kb),15815239,15.08,11
jillem-full-archive,beat girls espanol! - 1960s she-pop from spain (320kb),153068448,145.98,39
jillem-full-archive,beat jazz vol. 1 - pictures from the gone world {25 tracks} (digital) (320kb),154746349,147.58,27
jillem-full-archive,beat jazz vol. 1 - pictures from the gone world {25 tracks} (digital) (flac),166868669,159.14,28
jillem-full-archive,beat jazz vol. 2 - pictures from the gone world {25 tracks} (digital) (320kb),206821992,197.24,27
jillem-full-archive,beat jazz vol. 2 - pictures from the gone world {25 tracks} (digital) (flac),215290613,205.32,28
jillem-full-archive,beat of haiti - anthology vol. 1 (1965-1985) (mini records) (vbr0),125628967,119.81,15
jillem-full-archive,beating heart malawi (originals) - recorded by hugh tracey (320kb),123471207,117.75,24
jillem-full-archive,beating heart south africa (originals) - recorded by hugh tracey (320kb),148927119,142.03,27
jillem-full-archive,beating heart tanzania (originals) - recorded by hugh tracey (320kb),123496660,117.78,28
jillem-full-archive,beaver harris 360 degree music experience - beautiful africa (flac 320kb),99437331,94.83,17
jillem-full-archive,bed of pain - rembetika 1930-55 (mississippi records) (vbr0),73805671,70.39,26
jillem-full-archive,been here all my days (selections from the george mitchell archive) (320kb),111528798,106.36,29
jillem-full-archive,before the day is done (the story of folk heritage records 1968-75) (disc 1) (320kb),200174305,190.9,32
jillem-full-archive,before the day is done (the story of folk heritage records 1968-75) (disc 1) (flac),221552563,211.29,32
jillem-full-archive,before the day is done (the story of folk heritage records 1968-75) (disc 2) (320kb),203268955,193.85,33
jillem-full-archive,before the day is done (the story of folk heritage records 1968-75) (disc 2) (flac),219152718,209.0,29
jillem-full-archive,before the day is done (the story of folk heritage records 1968-75) (disc 3) (320kb),196698570,187.59,25
jillem-full-archive,before the day is done (the story of folk heritage records 1968-75) (disc 3) (flac),220363666,210.16,30
jillem-full-archive,"before the revolution - a 1909 recording expedition (topic records, tscd921) (flac 320kb booklet)",195290065,186.24,39
jillem-full-archive,beirut - march of the zapotec and realpeople holland (flac 320kb scans),100306080,95.66,30
jillem-full-archive,belenou - emosyon tambou-a (flac 320kb),76046581,72.52,12
jillem-full-archive,bella bella & les freres soki - sola & sofele volume 3 (320kb),182281887,173.84,17
jillem-full-archive,bells of joy - the bells of joy (mono) (1961) (digital) (flac),80592715,76.86,17
jillem-full-archive,bembeya jazz - authenticite 73 - parade africaine (cd) (1999) (flac),139346750,132.89,16
jillem-full-archive,"bembeya jazz - sous la direction de diaouné hamidou, 1967 (digital) (320kb)",88404178,84.31,13
jillem-full-archive,bembeya jazz national & horoya band - chemin du p.d.g. - tunyalee (1972) (digital) (vbr0),61651685,58.8,7
jillem-full-archive,bembeya jazz national - 10 ans de succes (320kb),135961732,129.66,17
jillem-full-archive,bembeya jazz national - classic titles (cantos) (320kb),174638247,166.55,14
jillem-full-archive,bembeya jazz national - defi & continuite (cd) (320kb),167552476,159.79,17
jillem-full-archive,"bembeya jazz national - regard sur le passe, 1968 (1999) (digital) (320kb)",151344370,144.33,7
jillem-full-archive,bembeya jazz national - the syliphone years (hits and rare recordings) (2cd) (scans) (320kb),459162057,437.89,49
jillem-full-archive,ben lamar gay - downtown castles can never block the sun (320kb),109803079,104.72,23
jillem-full-archive,bendik giske - surrender (320kb),82376074,78.56,12
jillem-full-archive,benga bangers - high energy cuts from 70's kenya (vinyl session by maarten wagemakers) (aac 64kb),41342190,39.43,23
jillem-full-archive,benga beats volume one (tamasha) (320kb),170824519,162.91,19
jillem-full-archive,bengt berger & bitter funeral beer band - praise drumming (1986; 2017) (flac 320kb),115645195,110.29,19
jillem-full-archive,benin - yoruba music - voices of memory (2cd) (ocora),269434443,256.95,36
jillem-full-archive,benis cletin - jungle magic (cd) (reissue) (320kb),82751283,78.92,9
jillem-full-archive,benis cletin - jungle magic ep (sofrito edit) (320kb vbr0),54458626,51.94,9
jillem-full-archive,benitez y valencia - impossible love songs from sixties quito (flac 320kb),166280125,158.58,38
jillem-full-archive,bennito sextet - the bennito sextet plus one (1968) (digital) (320kb),90884818,86.67,14
jillem-full-archive,benny soebardja - the lizard years (strawberry rain) (2cd) (320kb),403446664,384.76,52
jillem-full-archive,benny thomasson - legendary texas fiddler (recordings from 1966-1969) (flac 320kb),114747076,109.43,24
jillem-full-archive,bepu n'gali - i travel to you ep (320kb),77894953,74.29,7
jillem-full-archive,beretta 70 - roaring themes from thrilling italian police films 1971-80 (320kb),131997254,125.88,35
jillem-full-archive,"bernard estardy - fragments d'une empreinte magnetique (rares, originaux, inedits 1966 - 2006) (flac 320kb)",98066970,93.52,15
jillem-full-archive,bert jansch - rosemary lane (1971; remaster 2015) (flac 320kb),93116263,88.8,22
jillem-full-archive,bert myrick ‎- live'n well (2017) (320kb),100513897,95.86,9
jillem-full-archive,bertil strandbergs kvintett - cirrus (1973; 2012) (cd) (flac 320kb),89686160,85.53,22
jillem-full-archive,"berto pisano , jacques chaumont - kill! (2015) (flac 320kb)",99684315,95.07,24
jillem-full-archive,best of perception & today records and 7'' sampler (digital) (320kb),372326827,355.08,41
jillem-full-archive,best of perception & today records and 7'' sampler {part 1} (digital) (flac),185346591,176.76,20
jillem-full-archive,best of perception & today records and 7'' sampler {part 2} (digital) (flac),198679315,189.48,22
jillem-full-archive,best of proverb & gospel corner records 1959-1969 (2cd) (abr 218kb),269559370,257.07,61
jillem-full-archive,best of wally-o-productions (philly archives) (flac 320kb),157036044,149.76,31
jillem-full-archive,beto villa - father of orquesta tejana (24 original hits) (1992) (320kb),169555662,161.7,28
jillem-full-archive,betty smith - songs traditionally sung in north carolina (flac 320kb),130933285,124.87,22
jillem-full-archive,between or beyond the iron - curtain rare grooves from eastern europe 1967-1978 (320kb),181430703,173.03,19
jillem-full-archive,between or beyond the iron - curtain rare grooves from eastern europe 1967-1978 (flac),192550440,183.63,20
jillem-full-archive,beverly copeland - beverly copeland (lp) (1970) (320kb),113045783,107.81,15
jillem-full-archive,bhakti jazz - first step (1980; 2022) (flac 320kb),107760855,102.77,17
jillem-full-archive,bheki mseleku - celebration (1992) (320kb),194394917,185.39,21
jillem-full-archive,biennales du mali arts et culture vol. 1 (cd) (320kb),160721987,153.28,16
jillem-full-archive,big joe - at the control (bonus tracks) (1978) (digital) (flac 320kb),130743906,124.69,21
jillem-full-archive,"big ol' bag o' boogaloo vol. 1,2,3 (andele!) (320kb)",284637108,271.45,39
jillem-full-archive,big top soul cellar (goldmine soul supply) (320kb),184090770,175.56,34
jillem-full-archive,big youth - chi chi run (deluxe edition) (vinyl) (flac 320kb),122356569,116.69,28
jillem-full-archive,big youth - dread locks dread (2001) (flac 320kb),86373828,82.37,19
jillem-full-archive,big youth - isaiah - first prophet of old (1978) (lp) (front line) (flac 320kb),87179795,83.14,13
jillem-full-archive,big youth - natty cultural dread - hit the road jack (320kb),191247226,182.39,30
jillem-full-archive,"big youth - natty universal dread, 1973-1979 {3cd} (320kb scans)",415033469,395.81,55
jillem-full-archive,"big youth - natty universal dread, 1973-1979 {3cd} - disc 1 - hot stock (flac scans)",199960261,190.7,50
jillem-full-archive,"big youth - natty universal dread, 1973-1979 {3cd} - disc 2 - reggae phenomenon (flac)",121410359,115.79,19
jillem-full-archive,"big youth - natty universal dread, 1973-1979 {3cd} - disc 3 - hotter fire (flac)",203419208,194.0,27
jillem-full-archive,"big youth - ride like lightning - the best of big youth 1972-1976, disc 1 (320kb)",177869986,169.63,27
jillem-full-archive,"big youth - ride like lightning - the best of big youth 1972-1976, disc 2 (320kb)",121607212,115.97,20
jillem-full-archive,big youth - screaming target (reissue) (1973; 2006) (trojan) (320kb booklet),211072586,201.29,33
jillem-full-archive,big youth - screaming target (reissue) (1973; 2006) (trojan) (flac booklet),228010648,217.45,35
jillem-full-archive,"big youth - tell it black, disc 1 (320kb)",142540912,135.94,26
jillem-full-archive,"big youth - tell it black, disc 2 (320kb)",108205333,103.19,17
jillem-full-archive,big youth - the chanting dread inna fine style (heartbeat) (flac 320kb),116617164,111.21,22
jillem-full-archive,biguine vol. 4 1930-1954 (3cd) (320kb),497733776,474.68,70
jillem-full-archive,bill plummer & the cosmic brotherhood - s.t. (1968; 2017) (digital) (flac 320kb),100080439,95.44,23
jillem-full-archive,billy bang - lucky man (digital) (320kb),232141735,221.39,24
jillem-full-archive,billy bang - lucky man (digital) (flac),249987562,238.41,26
jillem-full-archive,billy brooks - el babaku (live at the jazz galerie) (1971) (digital) (flac 320kb),119986034,114.43,22
jillem-full-archive,billy childish with 'the singing loins' - at the bridge (flac 320kb),95968159,91.52,19
jillem-full-archive,"billy gault - when destiny calls (1975, 1994, steeplechase) (flac 320kb)",105190971,100.32,19
jillem-full-archive,"billy harper - capra black (1973, 1993) (320kb)",108021826,103.02,9
jillem-full-archive,billy jones & the stars - love is gonna rain on you (remastered expanded edition) (320kb),167348410,159.6,25
jillem-full-archive,billy jones & the stars - love is gonna rain on you (remastered expanded edition) (flac),172949032,164.94,24
jillem-full-archive,"biluka y los canibales - leaf-playing in quito, 1960-1965 (flac 320kb)",138541737,132.12,23
jillem-full-archive,bim sherman - across the red sea (2005) (flac 320kb),115245869,109.91,20
jillem-full-archive,bim sherman - love forever; the classic jamaican recordings (320kb),141571247,135.01,22
jillem-full-archive,bim sherman - love forever; the classic jamaican recordings (flac),153228459,146.13,22
jillem-full-archive,bim sherman - tribulation - down in jamdown 1974 to 1979 (320kb artwork),173585951,165.54,27
jillem-full-archive,bim sherman - tribulation - down in jamdown 1974 to 1979 (flac artwork),196403519,187.3,36
jillem-full-archive,"birth work death - work, money and status in country music (1950-1974) (320kb)",256804372,244.91,46
jillem-full-archive,bishop perry tillis - too close (cd) (flac 320kb),128647617,122.69,28
jillem-full-archive,bitter funeral beer band with don cherry & k. sridhar - live in frankfurt 82 (cd) (2007) (flac 320kb),150353021,143.39,23
jillem-full-archive,black & white - recorded in the field by art rosenbaum {video bonus included} (320kb),149914413,142.97,29
jillem-full-archive,black & white - recorded in the field by art rosenbaum {video bonus included} (flac),256043504,244.18,30
jillem-full-archive,black & white hillbilly music - early harmonica recordings from the 1920s & 30s (flac 320kb booklet),200553858,191.26,48
jillem-full-archive,black ark players - black ark in dub (remastered) (2cd) (2020) (320kb),195121191,186.08,24
jillem-full-archive,black ark players - black ark in dub (remastered) (2cd) (2020) (flac),203480236,194.05,23
jillem-full-archive,"black children sledge funk co. band - vol. 3; aviation grand father (1979, 2016) (320kb)",91597066,87.35,9
jillem-full-archive,black disco - night express (1976; 2016) (320kb),98772683,94.2,14
jillem-full-archive,"black gold sought after soul (2cd, outta sight) 320kb",299430572,285.56,53
jillem-full-archive,"black gospel rarities, vol. 1 & 2 (revelation records) (320kb)",337904713,322.25,67
jillem-full-archive,"black gospel rarities, vol. 3 & 4 (revelation records) (320kb)",355770002,339.29,66
jillem-full-archive,black is the color of my true love's hair - norwegian folk jazz 1971 - 1977 (320kb),179262983,170.96,29
jillem-full-archive,black jade - rockers - contempo (corn-fed cf 347) (320kb),238443144,227.4,34
jillem-full-archive,black jade - rockers - contempo (corn-fed cf 347) (flac),243961046,232.66,29
jillem-full-archive,black man's pride 2 - righteous are the sons and daughters of jah (flac 320kb),313918194,299.38,50
jillem-full-archive,black mirror - reflections in global musics (1918-1955) (flac 320kb),182475497,174.02,33
jillem-full-archive,black music of two worlds - compiled by john storm roberts (320kb),237117148,226.13,38
jillem-full-archive,"black renaissance (harry whitaker) - body, mind and spirit (1976) (digital) (flac 320kb)",95586203,91.16,15
jillem-full-archive,black rio 1 & 2 compiled by dj cliffy (2xcd) (strut) (320kb),264606454,252.35,41
jillem-full-archive,black savage - black savage (afro7 records) (2018) (320kb),118546554,113.05,17
jillem-full-archive,"black secular vocal groups vol. 1,2,3 (document records) (320kb)",519382926,495.32,87
jillem-full-archive,black sugar - serie de coleccion 1970-1972 (remastered) (2015) (320kb),167332912,159.58,21
jillem-full-archive,black sugar - serie de coleccion 1970-1972 (remastered) (2015) (flac),179767077,171.44,23
jillem-full-archive,blackbeard - i wah dub (2003 remaster) (digital) (flac 320kb),67606928,64.47,14
jillem-full-archive,"blackbeard calling - hulk's reggae archives, vol. 1 (flac 320kb)",100981404,96.3,15
jillem-full-archive,blackman akeeb kareem - tomorrow (320kb),73439787,70.04,9
jillem-full-archive,blo - step three (1975; 2012) (hot casa) (flac 320kb),88337891,84.25,9
jillem-full-archive,blue light - rare jazz  fusion gems from hungarian vaults vol. 2 (cd) (320kb),172035665,164.07,15
jillem-full-archive,blue light - rare jazz  fusion gems from hungarian vaults vol. 2 (cd) (flac),178796563,170.51,16
jillem-full-archive,blue rhythm combo - b.r.c's groove (jazzman) (320kb),47481240,45.28,24
jillem-full-archive,blue sky boys - in concert 1964 (320kb),186266760,177.64,32
jillem-full-archive,bmn ska & rock steady - always together 1964-1968 (flac 320kb),95164874,90.76,18
jillem-full-archive,bob andy - lots of love and i (2021) (320kb),165639290,157.97,17
jillem-full-archive,bob andy - lots of love and i (2021) (flac),169594829,161.74,19
jillem-full-archive,"bob andy - song book (studio one, 1970, reissue 1988) (320kb)",101758478,97.04,22
jillem-full-archive,bob andy - war in the city {7'' vinyl} (1976; 2013 reissue) (flac 320kb),19823146,18.9,14
jillem-full-archive,"bob azzam - rain, rain, go away-tricky soul-berimbau (7'') (digital) (flac 320kb)",21820092,20.81,9
jillem-full-archive,bob chance - it's broken! (trunk) (320kb),75065441,71.59,15
jillem-full-archive,bob holmes - bob holmes' nashville soul (320kb),175379229,167.25,28
jillem-full-archive,bob holmes - bob holmes' nashville soul (flac),191122091,182.27,32
jillem-full-archive,bob marley and the wailers  - wail 'n soul'm singles selecta (flac 320kb inlay),183517353,175.02,40
jillem-full-archive,bob marley and the wailers - african herbsman (1973; 2003) {trojan tjccd064} (320kb art),241709879,230.51,33
jillem-full-archive,bob marley and the wailers - african herbsman (1973; 2003) {trojan tjccd064} (flac art),274713574,261.99,34
jillem-full-archive,bob marley and the wailers - simmer down at studio one (hbcd171) (1994) (flac 320kb),138906639,132.47,27
jillem-full-archive,bob marley and the wailers - soul rebels (1970; 2004) (jad remastered) (cd) (flac 320kb scans),120762117,115.17,28
jillem-full-archive,bob marley and the wailers - the wailing wailers at studio one (hbcd172) (1994) (flac 320kb scans),160139737,152.72,35
jillem-full-archive,bob moses - bittersuite in the ozone (1975; 2014) (flac 320kb),118467425,112.98,13
jillem-full-archive,"bob pinodo and his sound casters - me you one, means i love you-africa 7'' (digital)",30167766,28.77,10
jillem-full-archive,bob romeo his flute and the jungle sextet - aphrodisia (1956; 2014) (aac avg 303kb),71684722,68.36,17
jillem-full-archive,bobby hutcherson - now! 1969 (reissue 2004) (flac 320kb,213154347,203.28,24
jillem-full-archive,bobby jackson - the bobby jackson's cafe extra-ordinaire story (jazzman) (320kb),79131835,75.47,13
jillem-full-archive,bobby lee - origins myth (digital) (flac 320kb),54444179,51.92,12
jillem-full-archive,bobby quesada and his band - boogaloo en el barrio (1968) (digital) (320kb),87500763,83.45,15
jillem-full-archive,bobby rodriguez - simply macrame (1973; 2018) (reissue) (flac 320kb),83372363,79.51,9
jillem-full-archive,bobby sarkie - over and over ep (wackies) (2019) (320kb),38148177,36.38,13
jillem-full-archive,bobby womack - womack in memphis; fly me to the moon-my prescription (320kb),178349005,170.09,34
jillem-full-archive,boco - running the mardi grass-smile (flac 320kb),19047642,18.17,6
jillem-full-archive,"boina riziki & soubi - chamsi na mwezi; gabusi and ndzendze from moheli, comoros (320kb)",148542030,141.66,16
jillem-full-archive,bokelo & le conga succes - ''mawa na biso basi'' ''tambola na mokili'' (224kb),112728381,107.51,18
jillem-full-archive,bokelo isenge - bokelo isenge congo international volume 1 (flac 320kb),95110265,90.7,12
jillem-full-archive,bokoor beats - vintage afro-rock & electric highlife from ghana (cd) (flac 320kb booklet),157009737,149.74,33
jillem-full-archive,bollywood bloodbath (finders keepers) (320kb),192895173,183.96,28
jillem-full-archive,boncana maiga - koyma hondo - ep deluxe (hot casa) (2018) (flac),38690479,36.9,8
jillem-full-archive,"bongo, backra & coolie jamaican roots, vol. 2 (vbr0)",66010262,62.95,14
jillem-full-archive,boo and the tru-tones - show the world (lp) (1974) (320kb),88360035,84.27,15
jillem-full-archive,boogaloo pow wow - dancefloor rendez-vous in young nuyorica (cd) (promo) (2008) (320kb scans),150024926,143.07,22
jillem-full-archive,boogaloo pow wow - dancefloor rendez-vous in young nuyorica (cd) (promo) (2008) (flac scans),160127389,152.71,25
jillem-full-archive,booker ervin - lament for booker ervin (1975; 1993) (cd) (flac 320kb),88884861,84.77,13
jillem-full-archive,boom-a-lay & chug-a-lug - exotic blues & rhythm vol. 7 & 8 (320kb),157491446,150.2,30
jillem-full-archive,bopol mansiamina - manuela (1983) (digital) (flac 320kb),73697684,70.28,8
jillem-full-archive,boris gardiner - ultra super dub vol. 1 & 2 (320kb),144308611,137.62,27
jillem-full-archive,boris gardiner - ultra super dub vol. 1 & 2 (flac),151643971,144.62,24
jillem-full-archive,born again gospel band (ghana) - won a wotwen awurade (lp) (320kb),78218196,74.59,14
jillem-full-archive,bosporus bridges 3 - a wide selection of turkish funk and jazz (320kb),96094113,91.64,18
jillem-full-archive,bossa combo - el rancho hotel (live) (digital) (320kb),95766021,91.33,9
jillem-full-archive,"bossa jazz - the birth of, 1962-73 (2cd, soul jazz, 2011) (320kb)",281166011,268.14,58
jillem-full-archive,bossa três - em forma! (1965) (cd) (320kb),86124842,82.14,14
jillem-full-archive,bozi boziana et l'anti choc - mansanga (1986) (digital) (320kb),79982380,76.28,10
jillem-full-archive,"brand new wayo - funk, fast times & nigerian boogie badness 1979-1983 (320kb)",187272195,178.6,19
jillem-full-archive,branko mataja - tebi majko misli lete-tamo daleko (flac 320kb),13524222,12.9,8
jillem-full-archive,branko mataja - traditional and folk songs of yugoslavia (1974; 2022) (flac 320kb),94226421,89.86,18
jillem-full-archive,branko mataja -over fields and mountains (flac 320kb),98243550,93.69,19
jillem-full-archive,brasil novo (musica macondo) (2022) (flac 320kb),81832418,78.04,16
jillem-full-archive,brass pins and match heads - international 78s (mississippi-canary) (320kb),101555775,96.85,17
jillem-full-archive,brazil - the blowing dance; kuikuro flutes and clarinets (ocora) (320kb),157685435,150.38,35
jillem-full-archive,brazil primitivo vol. 1 (sound miracle recordings) (320kb),124667281,118.89,22
jillem-full-archive,brazil usa 70 (brazilian music in the usa in the 1970s) (320kb),167710085,159.94,20
jillem-full-archive,brazil usa 70 (brazilian music in the usa in the 1970s) (flac),173511140,165.47,21
jillem-full-archive,brazuca! samba rock & brazilian groove from the golden years (1966-1978) (320kb),79981552,76.28,16
jillem-full-archive,"brenda and the beach balls - volume one, ep (1986) (extra tracks) (320kb)",80439637,76.71,16
jillem-full-archive,"brenda ray - d'ya hear me! naffi years, 1979-83 (em records) (flac 320kb)",93527367,89.19,20
jillem-full-archive,brenda ray - walatta (em records) (320kb),169735004,161.87,25
jillem-full-archive,brenda ray - walatta (em records) (flac),177032011,168.83,23
jillem-full-archive,brent dowe & the melodians - build me up & pre-meditation (2cd) (320kb),378221950,360.7,54
jillem-full-archive,brent dowe & the melodians - build me up & pre-meditation (disc 1) (flac),218467369,208.35,28
jillem-full-archive,brent dowe & the melodians - build me up & pre-meditation (disc 2) (flac),198304617,189.12,28
jillem-full-archive,"bresil - choro samba frevo 1914-1945 (2cd, fremeaux et associes) (vbr)",145076873,138.36,41
jillem-full-archive,brian eno & david byrne - my life in the bush of ghosts (complete version) (1981; 2006) (320kb),157550059,150.25,22
jillem-full-archive,brian eno & david byrne - my life in the bush of ghosts (complete version) (1981; 2006) (flac),172009742,164.04,26
jillem-full-archive,brian eno - king's lead hat-r.a.f. (single) (digital) (flac 320kb),20282446,19.34,11
jillem-full-archive,brian harnetty - american winter (flac 320kb),126640294,120.77,22
jillem-full-archive,brian harnetty - rawhead & bloodybones (2cd) (320kb),161501797,154.02,17
jillem-full-archive,"brian harnetty - shawnee, ohio (flac 320kb)",143078652,136.45,19
jillem-full-archive,brian harnetty - the sociophonic key (from the sun ra-el saturn archives) 7'' (flac 320kb),19405935,18.51,8
